5, -260, 1532, 15568, 113, -719, -369
17, 132, 1176, 15172, 305, -536, -172
30, 572, 780, 14916, 326, -215, -300
69, 28, 1184, 15460, -69, -681, -807
109, -240, 1560, 15212, 419, -383, -83
150, 588, 1000, 15184, 366, -527, 8
189, 508, 1128, 15252, 393, -539, -287
231, 428, 1176, 14636, 372, -178, -73
271, 664, 1060, 15132, 462, -221, -369
313, 252, 1328, 14952, 238, -187, -175
354, 380, 1108, 15212, -34, -347, -258
396, 144, 1388, 15200, 209, -427, -170
438, 868, 876, 15156, -133, -653, 8
476, 376, 1144, 15172, 51, -382, -330
517, 96, 1440, 15308, 140, 21, -265
555, 260, 1108, 15228, 212, -159, 99
594, 576, 1140, 15568, 364, -330, -217
636, 580, 1068, 14924, 277, -577, -185
677, 768, 1096, 15008, 521, -469, -615
719, -116, 1440, 14476, 100, -340, -294
762, 136, 1256, 15384, 180, -58, -189
802, 356, 1272, 14964, 390, -513, -159
844, 268, 1268, 15204, 435, -122, 157
884, 848, 992, 15024, 1029, 429, -204
925, 292, 1224, 14812, 302, 115, -637
966, 576, 1408, 15320, 234, -400, -600
1007, -552, 1796, 15312, 806, 199, -67
1049, 800, 1008, 14952, 727, 429, 204
1089, -136, 1880, 15388, 1122, -203, -453
1134, 228, 1552, 14632, 168, -1113, 658
1177, 848, 1024, 15176, -106, -1323, -541
1221, 16, 2064, 15888, 88, -2155, -868
1263, 1696, 1204, 13540, -654, -521, -599
1308, 488, 1168, 14960, -109, -111, -173
1351, -600, 1776, 15064, 121, 669, 1233
1394, 516, 1148, 15720, 38, -571, 531
1435, 796, 1248, 15076, -23, -1196, 226
1477, 1160, 560, 13568, 259, 530, 212
1518, 2012, 412, 14968, -1121, -1395, -117
1564, 416, 1700, 15048, -456, 251, -860
1606, 84, 1472, 15092, -1144, 1291, -211
1650, -80, 1264, 14736, -1626, -1674, -78
1695, 452, 1024, 15656, -872, -1531, -507
1739, 552, 696, 14740, 208, -351, -94
1780, 1064, 472, 15164, -141, -214, -617
1824, 724, 712, 14592, 210, -183, -246
1865, 584, 480, 15948, 1035, 732, -810
1907, 920, 724, 15136, -40, -463, -666
1948, 132, 1228, 15612, 1225, 873, -282
1991, 64, 1268, 15056, 1615, 1068, -198
2034, 488, 1072, 14984, 349, -593, -452
2076, 280, 1304, 15264, 850, -155, 210
2118, 900, 836, 14980, 687, 26, -56
2157, 636, 1036, 15308, 320, -305, -549
2199, 408, 1060, 15184, 393, -389, -434
2242, 308, 1028, 14980, 360, -204, -164
2284, 240, 1124, 14840, 445, -597, -107
2327, 520, 900, 14916, 139, -160, -119
2369, 372, 1316, 14636, 159, -631, -99
2410, 260, 1516, 14944, 94, 186, 63
2449, 860, 984, 15232, 4, -386, 133
2487, 584, 1300, 15476, 360, -13, 85
2527, 1080, 988, 15320, 279, -704, -103
2570, 612, 1192, 14736, 241, -52, -604
2611, 132, 1288, 14672, 267, -277, -221
2654, 572, 1272, 15476, 44, -433, -283
2696, 404, 1120, 14880, 375, -395, -153
2738, 696, 1140, 15152, 78, -324, -352
2780, 392, 1248, 14920, 61, -160, -399
2822, 648, 956, 15164, 123, -491, -52
2862, 504, 940, 14996, 382, 92, -533
2902, -108, 1252, 15196, 208, -373, -110
2945, 964, 880, 14892, 134, -108, 25
2984, 124, 1376, 15068, 158, -469, 42
3025, 1176, 844, 14968, 26, -131, -78
3065, 488, 1164, 15448, 84, -340, -135
3107, 468, 1228, 15276, 237, -117, 29
3147, 492, 1100, 14916, 177, -243, -116
3190, 232, 1360, 15464, 228, 190, 13
3230, 664, 1140, 14992, 60, -69, 190
3269, 568, 1048, 15564, 184, -248, -209
3312, 352, 1292, 14844, 311, -371, 231
3354, 1216, 964, 14464, 122, -327, 150
3395, 1120, 1508, 14544, -333, -1020, 386
3440, 3856, 1404, 15080, -862, -1489, 1298
3485, 6432, 796, 13968, -971, -1884, -624
3530, 5304, 636, 18704, -1144, -1103, -1931
3577, 5444, 216, 18984, 787, -5705, -4178
3622, 4288, 1460, 14392, -757, -3821, -6025
3668, 2864, 760, 17488, 443, -1995, -7306
3714, 1728, 364, 19224, 1098, -631, -7758
3759, 152, 400, 20488, 2765, -2175, -7472
3803, -2076, 1492, 18616, 5397, -2478, -8018
3851, -3660, 2176, 16996, 6179, -580, -4435
3898, -4660, 2232, 19976, 9634, 761, -3071
3943, -3856, 1248, 14272, 10724, 4086, -514
3990, -4912, 2336, 12208, 9517, 5571, 1269
4036, -5732, 3320, 10680, 8851, 3900, 6505
4081, -760, 1704, 8128, 6348, 7143, 6890
4125, -4320, 5328, 7748, 3922, 6018, 5632
4170, -660, 2796, 4748, 1263, 4829, 11488
4214, 2308, 1524, 5436, -4004, 4638, 6315
4259, -3220, 5924, 8248, -5028, 5312, 10590
4306, 4584, 1788, 9504, -7246, 4765, 9631
4350, -964, 4328, 11524, -11681, -152, 9621
4398, 9272, -940, 15124, -9945, 4324, 10547
4445, 8680, 972, 20316, -10370, -3129, 2031
4492, 11104, -276, 20404, -7450, -860, 2065
4538, 9504, 1092, 23924, -4912, -3996, -4980
4586, 6500, 1840, 19532, -1666, -3664, -6492
4634, 3840, 2524, 21440, -1134, -2603, -8575
4681, 3724, -268, 18120, 944, -430, -9351
4726, -4968, 3640, 22808, 3729, -1177, -8865
4774, -732, 1128, 13620, 3594, -1419, -5402
4822, -3468, 2492, 13732, 3374, -1301, -5411
4869, -2008, 1428, 12344, 1346, 621, -2035
4915, -872, 976, 13644, -32, 474, -2313
4958, -1852, 2040, 13648, 390, 1079, -1444
5003, -900, 2572, 14316, -384, 275, 231
5046, 404, 2160, 14960, -26, -116, 755
5088, 1656, 1780, 15192, 9, -890, 1132
5129, 2020, 2072, 15624, 434, -745, -60
5172, 1552, 2312, 14152, 837, -733, 19
5213, 1704, 2356, 15216, 0, -70, 174
5253, 1380, 2524, 15584, 548, -582, 322
5296, 1812, 2328, 14356, 263, -705, -97
5338, 868, 2708, 15028, -77, 215, 396
5379, 2112, 1960, 15616, 212, -1056, 194
5423, 1776, 2284, 15204, 370, -284, -162
5466, 1616, 2392, 15160, 673, -547, 26
5508, 2184, 2296, 14412, 505, -539, -232
5552, 1524, 2540, 14600, 160, 101, -609
5594, 1616, 2516, 14852, 28, -425, -54
5636, 1752, 2324, 15260, -8, 1, -402
5675, 1476, 2460, 15140, 134, -769, -231
5719, 1672, 2324, 14944, 327, -226, -435
5763, 1484, 2356, 14928, 405, -556, -324
5806, 1972, 2092, 14932, 82, -234, -146
