5, 1664, 988, 15212, 858, -1647, -69
17, 1656, 980, 14592, 652, -1818, -219
30, 1756, 1032, 14496, 477, -1428, -298
72, 1640, 1172, 14288, 485, -943, -100
114, 1980, 1180, 15272, -93, -621, -445
156, 1052, 1568, 14956, 96, -828, -64
197, 1784, 1072, 14876, 159, -78, 121
238, 1992, 924, 15088, -43, -687, -399
279, 1604, 1412, 15364, 99, -735, -276
321, 2068, 948, 15048, 94, -364, -362
362, 1348, 1488, 15104, 76, -302, -266
403, 1644, 1280, 15356, 102, -244, 275
445, 2292, 916, 14900, -6, -657, -35
484, 2172, 1156, 15256, 110, -680, -263
527, 1792, 1188, 14552, 98, -571, -433
569, 1756, 1316, 15180, 269, -131, -402
611, 2100, 1020, 14832, 160, -144, -305
654, 1736, 1256, 15192, 237, -238, -160
697, 2380, 792, 15344, 93, -23, -419
736, 1772, 1216, 15284, 331, -649, -325
779, 1844, 956, 15092, 165, -153, -419
820, 1828, 996, 14628, 209, -375, -258
862, 1600, 1256, 15304, 265, -246, -213
905, 2128, 1056, 14912, 206, -594, -103
947, 2068, 920, 14828, 44, -618, -299
988, 1968, 1088, 14960, 95, -606, -302
1030, 1824, 1140, 15188, 83, -365, -346
1072, 1588, 1148, 15628, 321, -919, -18
1115, 1472, 1200, 15784, 934, -1219, 470
1159, 2100, 660, 14840, 1146, -1343, 604
1202, 1864, 1236, 14480, 893, -1850, 413
1246, 1688, 1688, 14624, 660, -457, 801
1288, 2312, 1656, 15636, 814, -953, 784
1331, 2600, 1868, 15420, 643, -1012, 630
1375, 3936, 1420, 14048, 581, -277, 490
1417, 3752, 1184, 14584, -323, 266, -648
1461, 2852, 1788, 15688, -812, 453, -687
1505, 3568, 1120, 14768, 237, -562, -843
1548, 3176, 1264, 14540, -336, -544, -1669
1594, 2544, 1180, 15056, -295, 372, -1324
1639, 3396, 744, 14880, 174, -537, -1459
1682, 1856, 1568, 14720, -431, -350, -1207
1728, 2960, 712, 14300, -417, 741, -1263
1772, 2256, 1488, 15972, -72, 1360, -2259
1816, 656, 2088, 16188, 601, -1392, -487
1860, 3572, -404, 14004, 238, -140, -196
1904, 1296, 1196, 16380, 666, -912, -1006
1948, 1912, 776, 14684, 973, -636, -294
1991, 292, 2140, 15276, 1186, -721, 312
2034, 2572, 972, 14552, 615, -374, 2121
2076, 4108, 800, 15304, 545, 221, 723
2117, 3120, 1332, 15760, 1200, -370, 145
2161, 2204, 2168, 15872, 1422, -661, 210
2204, 2348, 2088, 14616, 2227, -1518, 535
2249, 3120, 1820, 14440, 1653, -526, 223
2293, 3264, 1796, 13624, 891, -1695, -861
2337, 1996, 2564, 12468, -156, 178, -1237
2382, 2700, 2164, 14664, -949, 587, 184
2425, 2804, 1916, 14824, -561, -84, -417
2468, 2756, 1796, 14896, -640, 532, -307
2512, 2984, 1396, 15824, -478, -186, -66
2556, 2440, 1884, 15732, -11, -123, -585
2599, 2604, 1488, 15112, 278, -598, -251
2643, 2612, 1552, 15196, 192, 217, -829
2685, 1952, 2228, 15124, 483, 7, -275
2726, 2412, 1776, 14888, 235, -494, 73
2768, 2900, 1616, 14536, 392, -532, -31
2810, 2144, 1848, 15080, 9, 594, -116
2851, 2444, 1628, 15276, 68, -195, 165
2893, 2636, 1520, 15204, 124, 194, -177
2935, 2500, 1576, 15432, 175, 78, -369
2977, 2288, 1640, 15148, 442, -285, -211
3021, 2588, 1452, 14272, 89, 278, -531
3062, 1640, 2408, 14952, -20, 33, -125
3104, 2552, 1500, 14444, 85, 301, 456
3144, 3052, 1428, 14704, -160, -334, -414
3189, 2228, 1732, 15060, -424, 380, -700
3233, 1916, 1856, 15588, -149, -294, -396
3277, 2316, 1384, 15208, 25, -325, -337
3320, 1960, 1592, 15244, 8, -166, -645
3362, 2000, 1420, 15088, 138, -473, -85
3404, 2436, 1208, 15276, 14, -140, -592
3447, 1644, 1800, 15116, 147, -495, -387
3491, 2124, 1440, 14948, 218, -269, 149
3533, 2416, 1496, 15028, 42, -207, -170
3576, 2308, 1652, 15564, 208, -124, -131
3620, 2912, 1212, 15100, 348, -779, -265
3663, 2032, 1760, 14964, 306, -180, -602
3707, 2052, 1652, 14624, 186, -823, 80
3748, 2792, 1280, 14704, -1170, -566, -328
3794, 2332, 1316, 14880, 75, 8, -647
3834, 1832, 1572, 15484, 438, 72, -135
3875, 2484, 1172, 14636, 353, -300, -33
3918, 2332, 1420, 15292, 337, -76, -237
3961, 2284, 1400, 14768, 419, -350, 111
4003, 2384, 1292, 14968, -1, -437, 5
4043, 2256, 1480, 15000, 169, -528, -77
4086, 2224, 1364, 15120, 200, 480, -374
