5, 2256, 144, 14948, 350, -545, -340
17, 2264, 228, 15072, 270, -735, -415
30, 2360, 112, 14844, 319, -619, -504
69, 1840, 416, 14668, 239, -17, -552
109, 1816, 528, 14972, 303, -352, -343
150, 1964, 188, 14620, 36, -386, -270
191, 2032, 472, 14952, 215, -237, -375
233, 2108, 280, 14344, 110, -233, -246
274, 2128, 256, 14800, -252, -150, -570
317, 1824, 592, 15004, -96, -294, -374
359, 1640, 504, 15412, -68, -376, -64
399, 2324, -8, 15096, 242, -257, -219
440, 1956, 432, 15344, 289, -559, -344
481, 2212, 80, 14524, 2, -467, -316
520, 1892, 420, 14912, 169, -231, -432
562, 1916, 260, 15372, 325, -196, -181
603, 2080, 224, 15264, 90, -220, -250
644, 2060, 176, 15152, 146, -322, -151
685, 1828, 252, 14912, 287, -51, -312
726, 1988, 376, 15280, 421, -473, 25
765, 2212, 8, 14880, 220, -151, -371
804, 1788, 636, 14968, 512, -457, -168
846, 2252, 428, 14704, 459, -108, -14
886, 2180, 316, 14628, 175, -353, -465
928, 2036, 496, 14912, 277, -327, -170
970, 2024, 408, 14924, 4, -170, -346
1009, 1932, 464, 15256, 304, -333, -272
1052, 2104, 344, 15156, 345, -362, -115
1095, 2484, 256, 15044, 133, -352, -243
1137, 1884, 416, 14916, 41, -113, -390
1179, 2024, 352, 15388, 216, -407, -294
1221, 2136, 252, 15064, 77, -203, -106
1263, 1788, 400, 14940, 81, -556, -285
1305, 2168, 432, 15040, 308, -254, -128
1347, 2340, 136, 14816, 150, -555, -243
1390, 1872, 628, 15316, 235, -153, -248
1433, 1896, 536, 15016, 434, -540, -66
1474, 2400, 276, 14956, 480, -373, -52
1516, 1992, 508, 14808, 77, -207, -152
1558, 2320, 288, 14760, 82, -391, -68
1598, 2088, 448, 15488, 212, 30, -261
1639, 2172, 292, 14516, 77, -385, -299
1680, 2040, 564, 15380, 175, -161, -323
1723, 2164, 224, 14948, 414, -446, -37
1765, 2460, 196, 15288, 296, -337, -554
1807, 1728, 696, 15276, 125, -312, -206
1850, 2200, 156, 14724, 367, -320, -118
1893, 2216, 316, 15124, 104, -181, -504
1935, 1648, 408, 15144, 311, -229, -147
1978, 2068, 332, 15312, 104, -194, -268
2020, 1816, 460, 15076, 341, -154, -77
2062, 2120, 256, 15116, 125, -338, -90
2104, 1836, 580, 14896, 1, -254, 10
2142, 2208, 296, 15064, 276, 1, -34
2181, 2224, 376, 15180, 35, -446, 26
2220, 2460, 392, 14436, 57, -246, -115
2262, 2000, 492, 14808, -92, 38, -9
2300, 1920, 448, 15092, -149, 137, -209
2342, 1752, 512, 15496, -169, -253, 331
2385, 2468, 152, 15264, -151, -167, 302
2428, 3124, 4, 15060, -38, -917, 499
2467, 3868, 288, 14264, -484, -408, 177
2510, 6540, 440, 13024, -1354, -1463, 194
2555, 7068, -576, 13048, -1876, 1796, -2020
2601, 6580, -1184, 16748, -1929, 1072, -3584
2650, 4136, -336, 17244, -364, -2138, -4626
2697, 3396, -1040, 17548, -502, 724, -6774
2742, 904, 448, 20248, 2398, -2517, -5471
2787, 1380, 300, 20324, 3051, -3657, -6256
2833, 156, 160, 22852, 5277, -2883, -5138
2877, 320, 580, 22984, 6334, -2714, -5314
2922, -828, 2232, 17192, 9177, -2424, -2954
2969, 924, 716, 14824, 10508, -1643, -1911
3014, 2336, 2568, 6960, 9447, 2660, -1747
3059, -2692, 4884, 16720, 6534, 341, 1596
3104, 452, 1428, 10552, 6499, 2798, 2941
3147, -2672, 3952, 13520, 5836, 2530, 2532
3193, -3368, 4560, 11292, 5565, 2239, 4860
3239, -2596, 4340, 12120, 4061, 988, 7467
3283, -368, 3712, 9592, 3009, 801, 7890
3326, -1504, 4624, 9320, 2146, 2085, 10201
3373, 5040, 1772, 8212, 622, -1710, 10426
3417, 3980, 3412, 8680, -3190, 1261, 8180
3462, 8588, 2720, 8692, -2742, -791, 11316
3508, 9588, 1368, 6944, -5374, 6406, 3199
3552, 6136, 4080, 10620, -9690, 3587, 4806
3598, 9700, 1668, 12896, -7707, 3296, 4426
3644, 6656, 2336, 17364, -7541, 3256, 1623
3690, 5480, 2680, 17584, -5940, -569, 1615
3735, 8312, -288, 15588, -4525, 207, 882
3779, 7280, 464, 17488, -3916, -1416, -1689
3826, 8420, -352, 19644, -2559, -1117, -1473
3873, 10988, -1616, 16580, -1295, -4087, -3641
3923, 2600, 3944, 18280, 81, -1290, -5950
3969, 7164, -512, 14564, -37, -1674, -3611
4014, 3016, 1720, 16492, -569, -601, -7180
4060, 4340, 696, 14484, -160, 3498, -5042
4105, 2416, 92, 18644, 366, 77, -6782
4145, -796, 1616, 15284, 1298, -804, -5831
4191, -156, 872, 16172, 2095, 368, -1869
4235, 996, 596, 14332, 1757, -1418, -2418
4279, 1404, 1284, 13748, 1804, -276, -503
4324, 3724, 44, 14444, 536, 915, -298
4365, 2272, 1532, 14636, 109, 718, -1034
4408, 2684, 1624, 14980, 814, 1028, 641
4451, 3072, 1144, 14708, 663, -93, -245
4494, 2544, 2048, 14676, 745, -488, 355
4536, 3848, 1388, 14196, 417, 261, 219
4578, 2916, 2112, 14884, 428, -527, 415
4621, 4076, 1216, 13672, 227, 251, 253
4662, 3616, 1708, 15372, -106, 347, -669
4706, 3528, 1524, 14540, -122, 2, -223
4747, 3580, 1540, 15112, -57, -76, -943
4790, 2824, 1948, 14980, 396, -361, -415
4834, 3388, 1552, 14424, 84, -462, -348
4876, 3016, 1712, 15212, 884, 7, 157
4916, 3864, 1316, 14296, 5, -444, -415
4958, 2724, 1988, 14928, 41, -307, -219
