time,ax,ay,az,gx,gy,gz,target
4981,1452,-404,16324,1612,1441,2259,circ
5026,1140,-272,15528,-91,-30,3928,circ
5068,1132,-44,15504,141,-269,3287,circ
5111,660,56,15284,321,184,3277,circ
5151,856,4,15176,-890,-2207,2662,rest
5192,492,-16,15800,32,33,2449,rest
5231,104,-396,15204,-201,-469,2879,rest
5274,328,-544,15292,-1077,-1014,2406,rest
5320,-180,-588,15392,-311,-318,2253,rest
5365,316,-428,15064,-738,-1074,2341,rest
5409,416,-660,15260,-633,-1219,934,rest
5453,340,-680,14700,-256,-333,1280,rest
5497,676,-680,14816,-549,-1911,595,rest
5540,692,-852,15416,673,-78,263,rest
5581,860,-564,14776,375,-1034,16,rest
5623,1100,-416,15464,658,-1182,-320,rest
5667,1100,-640,14836,586,-119,-420,rest
5711,1460,-804,14780,53,-98,-756,rest
5753,1280,-644,15084,453,0,128,rest
5792,1396,-656,14812,104,176,-344,rest
5835,1152,-952,14776,231,435,-793,rest
5877,900,-1080,14824,534,173,-186,rest
5920,888,-664,14988,557,289,-10,rest
5961,764,-148,15648,668,147,-206,rest
6002,956,-104,15336,245,-222,-978,rest
6045,1236,-480,15204,404,-256,-1347,rest
6090,1260,-636,15064,-99,-569,-546,rest
6133,1160,-520,14972,-60,-324,-179,rest
6177,1100,-552,14864,-189,-106,-52,rest
6221,1004,-612,15088,-159,-276,-30,rest
6264,964,-740,14840,35,-32,-344,rest
6305,984,-832,14912,198,-651,-157,rest
6347,976,-588,15016,349,-430,-464,rest
6390,928,-644,14920,363,-674,-388,rest
6433,1124,-432,15156,379,-621,-443,rest
