time,ax,ay,az,gx,gy,gz,target
4722,2208,1916,16460,2828,-755,9704,circ
4767,3136,1504,15828,4526,-1625,12664,circ
4813,5240,1592,17788,5621,-2196,11427,circ
4860,8604,932,16204,7245,-3845,9650,circ
4905,8140,2740,16724,8094,-2993,5975,circ
4952,10576,2384,14412,8334,-399,2610,circ
4997,10460,3092,14912,8137,-1010,-1534,circ
5045,9168,3660,14508,8765,-1167,-5664,circ
5092,7600,4472,11116,5993,-3356,-8918,circ
5138,7596,4848,10244,4160,-2713,-11483,circ
5186,5916,4840,9500,1421,-1405,-14998,circ
5233,3664,5664,9680,-1523,-3586,-15331,circ
5280,2092,5100,8328,-3168,-1700,-15071,circ
5328,396,4804,10176,-7502,-2839,-14099,circ
5377,-412,4052,11088,-7776,-356,-12207,circ
5425,-1540,3748,13276,-9253,-1210,-10926,circ
5474,-964,2492,14048,-8200,359,-9540,circ
5520,-4648,4080,16924,-5984,571,-6460,circ
5567,-948,2520,14500,-5656,-2113,-2956,circ
5614,-2636,3384,15832,-5093,684,-2303,circ
5661,-1108,2828,16840,-4812,-1262,-309,circ
5709,-1856,3412,17636,-3273,-1953,1655,circ
5757,480,2148,15928,-2056,-1055,2817,circ
5803,-940,2860,16732,-1927,-1570,3739,circ
5850,1044,1904,15564,-768,-873,4727,circ
5895,484,2156,16648,-677,-1045,4553,circ
5939,784,1932,15368,57,-703,5726,circ
5981,564,1900,15236,130,-470,5260,circ
6024,1296,1748,16172,141,-2338,6811,circ
6068,3632,820,14400,1019,-1391,6122,circ
6113,4052,1236,15148,305,-796,5296,circ
6157,5200,852,14908,608,216,4321,circ
6198,5236,836,14756,320,125,2397,circ
6240,4832,1036,15532,392,665,1135,circ
6283,3828,1532,15268,761,402,494,circ
6324,3844,1440,14196,548,-231,-274,circ
6368,2852,1496,14400,234,1008,-878,circ
6411,2700,1356,14892,-58,854,-965,circ
6454,1900,1576,14920,327,797,-1411,rest
6498,1208,1816,15172,284,1496,-734,rest
6541,1852,1416,15696,-66,-833,-388,rest
6585,1560,1500,14828,450,43,-544,rest
6627,1944,1416,14680,-66,24,-569,rest
6668,1252,1752,15392,113,-319,-563,rest
6712,1556,1628,15164,281,-161,-240,rest
6756,1672,1496,14728,442,-231,96,rest
