time,ax,ay,az,gx,gy,gz,target
2969,924,716,14824,10508,-1643,-1911,rev_circ
3014,2336,2568,6960,9447,2660,-1747,rev_circ
3059,-2692,4884,16720,6534,341,1596,rev_circ
3104,452,1428,10552,6499,2798,2941,rev_circ
3147,-2672,3952,13520,5836,2530,2532,rev_circ
3193,-3368,4560,11292,5565,2239,4860,rev_circ
3239,-2596,4340,12120,4061,988,7467,rev_circ
3283,-368,3712,9592,3009,801,7890,rev_circ
3326,-1504,4624,9320,2146,2085,10201,rev_circ
3373,5040,1772,8212,622,-1710,10426,rev_circ
3417,3980,3412,8680,-3190,1261,8180,rev_circ
3462,8588,2720,8692,-2742,-791,11316,rev_circ
3508,9588,1368,6944,-5374,6406,3199,rev_circ
3552,6136,4080,10620,-9690,3587,4806,rev_circ
3598,9700,1668,12896,-7707,3296,4426,rev_circ
3644,6656,2336,17364,-7541,3256,1623,rev_circ
3690,5480,2680,17584,-5940,-569,1615,rev_circ
3735,8312,-288,15588,-4525,207,882,rev_circ
3779,7280,464,17488,-3916,-1416,-1689,rev_circ
3826,8420,-352,19644,-2559,-1117,-1473,rev_circ
3873,10988,-1616,16580,-1295,-4087,-3641,rev_circ
3923,2600,3944,18280,81,-1290,-5950,rev_circ
3969,7164,-512,14564,-37,-1674,-3611,rev_circ
4014,3016,1720,16492,-569,-601,-7180,rev_circ
4060,4340,696,14484,-160,3498,-5042,rev_circ
4105,2416,92,18644,366,77,-6782,rev_circ
4145,-796,1616,15284,1298,-804,-5831,rev_circ
4191,-156,872,16172,2095,368,-1869,rev_circ
4235,996,596,14332,1757,-1418,-2418,rev_circ
4279,1404,1284,13748,1804,-276,-503,rev_circ
4324,3724,44,14444,536,915,-298,rev_circ
4365,2272,1532,14636,109,718,-1034,rev_circ
4408,2684,1624,14980,814,1028,641,rev_circ
4451,3072,1144,14708,663,-93,-245,rest
4494,2544,2048,14676,745,-488,355,rest
4536,3848,1388,14196,417,261,219,rest
4578,2916,2112,14884,428,-527,415,rest
4621,4076,1216,13672,227,251,253,rest
4662,3616,1708,15372,-106,347,-669,rest
4706,3528,1524,14540,-122,2,-223,rest
4747,3580,1540,15112,-57,-76,-943,rest
4790,2824,1948,14980,396,-361,-415,rest
4834,3388,1552,14424,84,-462,-348,rest
4876,3016,1712,15212,884,7,157,rest
4916,3864,1316,14296,5,-444,-415,rest
4958,2724,1988,14928,41,-307,-219,rest
