time,ax,ay,az,gx,gy,gz,target
4148,5868,1488,14164,260,-375,-257,rest
4192,6280,1500,14008,263,-81,-82,rest
4234,6288,1364,14500,226,-266,-242,rest
4277,6136,1520,14128,276,-284,-168,rest
4321,6304,1392,14012,220,-254,-214,rest
4365,6028,1604,14324,289,-335,-167,rest
4408,6360,1488,13908,261,-344,-180,rest
4452,6192,1412,14232,174,-136,-376,rest
4496,5980,1420,13728,173,-601,-127,rest
4539,6204,1424,14236,10,9,-224,rest
4579,5944,1572,14792,251,-438,-221,rest
4623,5980,1556,13952,350,-255,34,rest
4664,6504,1336,14116,302,-135,-40,rest
4707,6016,1488,13992,195,-517,-166,rest
4750,6172,1632,13980,6,-22,-33,rest
4790,6396,1428,14612,161,-269,-235,rest
4834,6128,1448,13832,249,-416,-215,rest
4877,6060,1316,14276,192,-149,-12,rest
4920,6128,1396,14140,227,-383,-188,rest
4964,6396,1528,13972,188,-127,-167,rest
5007,6308,1572,13940,125,-531,-128,rest
5051,6328,1316,14020,35,-164,-216,rest
5094,6104,1620,14580,166,57,-309,rest
5135,6084,1532,13984,155,-258,-183,rest
5179,6120,1212,14312,99,-98,12,rest
5219,6300,1276,14168,179,-271,-116,rest
5262,5872,1540,13992,-1,-147,-230,circ
5305,5356,1428,14040,2,-371,157,circ
5345,4424,1500,15104,-2,-1035,1005,circ
5389,3800,1624,15336,802,-1467,2430,circ
5434,4624,1216,14888,1349,-1438,3889,circ
5479,5348,1848,14380,2316,-2871,5290,circ
5525,5188,1488,13596,2842,600,6346,circ
5569,6056,836,14808,2696,-553,6931,circ
5612,5300,1272,13996,3138,-418,7138,circ
5657,6176,1124,15712,4729,171,10059,circ
5702,9248,-900,13528,5029,-1062,4783,circ
5747,8228,1648,14840,3845,-2102,6581,circ
5793,9720,500,12612,4802,-362,5382,circ
5837,10896,64,11932,3140,-127,1689,circ
5880,12344,960,14732,3642,2884,-1451,circ
5926,11140,1652,14360,3342,-2548,-3130,circ
5975,8068,4036,16148,4323,2765,-6470,circ
6021,4352,5652,15932,5596,-382,-3982,circ
6066,6628,4872,14212,6717,289,-2357,circ
6111,7684,5040,13104,7481,1234,-3424,circ
6157,7584,5316,12696,6703,-1676,-3282,circ
6203,9348,5408,11256,6383,1262,-5113,circ
6249,7512,6364,10056,4760,-1479,-5850,circ
6296,8492,5904,9456,3058,-22,-7585,circ
6339,6572,6464,9784,1067,-1733,-8133,circ
6385,6624,5984,9460,-1056,-841,-10353,circ
6432,3968,7088,10068,-3043,-2021,-10404,circ
6480,2940,6596,10280,-4053,-1608,-9765,circ
6529,1612,6780,12484,-5884,-2636,-9133,circ
6577,2680,4800,10760,-6230,383,-8623,circ
6623,-32,6224,13912,-6209,-979,-6392,circ
6668,1724,4532,11648,-7054,-983,-5849,circ
6715,1068,4648,13156,-6417,964,-4308,circ
6761,1660,3908,14980,-6814,581,-3619,circ
6806,1480,3928,13432,-6043,-458,-2322,circ
6853,2728,2972,15068,-6547,92,-2661,circ
6898,1048,3504,16188,-5816,-149,-1574,circ
6944,1048,3024,17616,-4627,-1455,-924,circ
6991,1632,2716,15284,-3312,-1892,-177,circ
7038,252,3528,15552,-2625,-1066,1178,circ
7085,2068,2304,16276,-2270,-1632,1970,circ
7131,120,2956,16500,-1571,-1852,3433,circ
7177,2740,1440,15908,-370,-1551,4057,circ
7223,2576,1920,16692,-168,-2358,4103,circ
7268,3600,1392,15236,607,-2931,4839,circ
7313,3488,1472,15372,1010,-2625,4101,circ
7359,3936,1348,16684,1323,-2713,5315,circ
7404,5384,932,14352,1493,-1479,4004,circ
7449,4188,1844,15784,1479,-607,4222,circ
7494,6248,888,14352,2023,-663,3782,circ
7537,5472,1540,14952,1610,-662,2831,circ
7582,6352,956,13848,1981,-661,3657,circ
7626,6320,1452,14152,1315,254,1895,circ
7669,6344,1492,14440,1347,-525,1870,circ
7714,6900,1300,13716,824,97,710,circ
7755,6172,1732,14116,823,-97,329,rest
7796,5876,1720,14120,385,-555,-285,rest
7840,4620,2044,13992,332,-64,-128,rest
7883,5188,1704,14576,470,-271,133,rest
7925,5036,1884,14116,113,-16,-596,rest
7968,4984,1740,14456,52,-262,-170,rest
8010,5108,1760,15096,18,-475,-612,rest
8053,4692,1892,14536,494,-470,60,rest
8095,4852,1708,14500,263,-501,135,rest
