time,ax,ay,az,gx,gy,gz,target
5,1332,1260,14668,252,-501,-757,rest
18,1404,1164,14908,19,-917,-498,rest
30,1676,1020,14860,87,-708,-402,rest
70,1848,1060,15460,502,-101,-433,rest
112,1924,1056,14644,279,-1261,-434,rest
155,2384,860,14984,53,-114,-454,rest
196,2000,968,15308,188,-718,-442,rest
238,2016,1184,15044,483,-480,-718,rest
280,1908,1068,15500,260,-140,-382,rest
323,2104,964,15332,317,-798,-213,rest
365,1716,1324,14944,550,-206,-445,rest
407,2408,964,14756,301,-321,-325,rest
449,2268,1028,14924,331,-575,-585,rest
492,2052,1228,15176,483,50,-853,rest
532,1812,1208,15012,295,-568,-147,rest
575,1972,1108,14940,80,-372,-523,rest
616,2000,1152,14992,100,-240,-220,rest
659,2104,1148,14868,136,-537,-124,rest
702,2192,1096,15304,88,-105,-19,rest
742,2296,1060,14708,102,-646,-23,rest
784,2124,1148,15432,86,-120,-263,rest
826,2176,1168,14800,149,-303,106,rest
867,2584,920,15768,200,-438,15,rest
907,2484,1028,15208,369,-446,-498,rest
949,1864,1356,15292,509,-857,-304,rest
992,1916,1480,15080,900,-848,-50,rest
1034,2536,812,14220,536,-940,-102,rest
1076,2312,1392,14808,-15,-289,-57,rest
1119,2500,1088,15128,246,-503,-279,rest
1163,2400,1200,15248,181,-309,-258,rest
1206,2344,1400,15484,389,-471,-384,rest
1250,2552,1228,14768,273,-81,-681,rest
1293,2316,1400,15600,438,-319,-207,rest
1336,2256,1412,15044,483,-826,-267,rest
1380,2376,1444,14720,448,-201,-149,rest
1424,2672,1180,15100,549,-519,-45,rest
1466,2600,1028,14752,266,-360,-562,rest
1510,1800,1600,14908,393,-567,-195,rest
1553,2388,1396,14708,357,-538,70,rest
1595,2564,1352,14628,242,-292,101,rest
1638,2524,1384,14996,256,-389,-45,rest
1680,2804,1332,14852,86,-491,-203,rest
1723,2420,1556,15376,359,-83,-409,rest
1766,2848,1436,14924,564,-1086,88,rest
