time,ax,ay,az,gx,gy,gz,target
4325,1908,1484,15188,193,-213,-207,rev_circ
4369,3524,1544,15216,-110,-532,-212,rev_circ
4413,6260,1880,17168,301,-1304,-1452,rev_circ
4459,5232,1612,15924,703,-1165,-4627,rev_circ
4505,5100,1960,17140,206,-1536,-5607,rev_circ
4550,1608,1804,18840,3006,-3606,-6155,rev_circ
4597,3296,1596,17776,2532,-5837,-6419,rev_circ
4644,68,1932,18088,5837,-4847,-4366,rev_circ
4689,5168,2708,12896,8353,-9457,-3398,rev_circ
4736,-5776,7280,18976,5635,-3367,-5358,rev_circ
4784,-884,2760,12824,1917,-2312,-2964,rev_circ
4831,-3016,4780,13832,3223,87,-1790,rev_circ
4875,-3712,3792,12744,1851,1171,384,rev_circ
4920,-1856,5464,14764,2098,994,2659,rev_circ
4965,-828,4720,13104,3144,1218,3784,rev_circ
5009,1908,4600,17576,922,5225,4626,rev_circ
5053,196,4880,13688,3685,2453,5667,rev_circ
5097,-1968,4364,10296,15,2792,7164,rev_circ
5140,2032,3468,10256,140,5768,7413,rev_circ
5184,2176,2740,8688,-1878,2104,8218,rev_circ
5229,4200,2508,12372,-4734,4811,7191,rev_circ
5274,5492,2484,12028,-3977,1483,6221,rev_circ
5320,4464,2228,13144,-5667,1252,5396,rev_circ
5366,6036,2112,14724,-4383,2096,3114,rev_circ
5411,2980,2436,12980,-4991,1222,12,rev_circ
5455,2732,2040,18616,-4432,663,1874,rev_circ
5500,5356,1144,18348,-2034,-4059,1556,rev_circ
5547,4012,824,15428,-3330,6,-59,rev_circ
5587,5540,1420,17416,-1717,-1370,-532,rev_circ
5635,5680,-272,15452,-1432,-74,-1996,rev_circ
5680,3196,1480,19840,-1760,870,-2478,rev_circ
5726,3392,940,14960,1021,-1244,-2456,rev_circ
5772,4664,1060,16544,314,1384,-4240,rev_circ
5817,2504,856,16564,1303,-455,-4761,rev_circ
5861,2968,824,13276,1728,58,-4762,rev_circ
5904,680,1036,17468,1307,553,-5267,rev_circ
5947,268,912,14640,2059,665,-4481,rev_circ
5990,-1220,1536,15912,1540,124,-3918,rev_circ
6036,-772,1592,15284,1442,571,-2511,rev_circ
6080,-412,1944,15984,1010,-415,-1291,rest
6126,688,1712,15112,1238,429,-1326,rest
6170,-300,2048,15032,1751,390,-1123,rest
6214,248,2164,14144,857,526,-574,rest
6256,392,1964,14112,749,61,-222,rest
6297,1832,1832,14896,171,1054,135,rest
6339,892,2132,14700,997,-594,15,rest
