time,ax,ay,az,gx,gy,gz,target
2912,1540,396,15044,175,-239,-182,rest
2955,1180,580,15012,186,-340,-559,rest
2997,684,788,15092,39,-49,-566,rest
3037,480,832,14920,115,-25,60,rest
3075,836,600,15612,319,-332,-111,rest
3117,1004,504,14656,238,-155,-15,rest
3159,1036,512,15240,119,-158,-296,rest
3201,1032,556,15040,193,-8,-388,rest
3241,764,756,15284,250,-394,-12,rest
3281,1132,292,15288,319,-170,-88,rest
3323,1112,564,14732,314,-373,-267,rest
3366,820,728,14972,245,-369,-91,rest
3406,900,528,14808,247,-184,-306,rest
3448,832,812,15536,74,-50,-258,rest
3488,808,708,15204,234,-320,-78,rest
3528,1328,616,15124,246,79,-70,rest
3568,1288,500,15192,188,-539,-222,rest
3610,1148,592,15412,253,-427,-689,rest
3653,820,780,14524,190,-456,-338,rest
3695,744,704,15288,74,83,-223,rest
3733,756,804,14980,297,-562,-66,rest
3774,912,408,15240,270,154,60,rest
3812,1244,360,14812,125,-644,-130,rest
3855,748,668,15076,196,10,-307,rest
3895,916,608,15016,190,-328,12,rest
3934,824,588,15220,71,113,-264,rest
3974,816,776,15256,296,-427,-23,rest
4014,988,480,15048,170,-446,-48,rest
4055,1000,428,15172,75,-2,-202,rest
4094,616,676,15044,195,-496,3,rest
4132,688,660,15180,232,267,48,rest
4171,656,548,15512,387,-169,274,rev_circ
4211,648,552,14996,452,184,236,rev_circ
4251,540,552,15108,-75,-574,323,rev_circ
4292,668,660,13740,-496,-165,405,rev_circ
4333,1764,412,15180,-927,568,1073,rev_circ
4376,4780,-80,15188,-1644,-1506,841,rev_circ
4421,8904,-952,14172,-2728,-2358,-420,rev_circ
4467,9912,-1156,19104,-1570,2554,-4070,rev_circ
4515,5464,-684,20700,2103,-1980,-8969,rev_circ
4562,-1796,1872,18672,3006,-1275,-7678,rev_circ
4610,-172,604,19844,3799,614,-7291,rev_circ
4654,-1068,752,18092,5622,-2649,-6594,rev_circ
4701,-2380,1984,17396,5919,-707,-6262,rev_circ
4747,-3060,2364,15816,6424,-1566,-4458,rev_circ
4795,-3460,2636,14540,6280,1015,-2096,rev_circ
4842,-3460,1744,13984,6151,-282,31,rev_circ
4886,-2316,1732,11156,5660,2393,-197,rev_circ
4931,-5652,2900,12808,5078,2455,2007,rev_circ
4977,-4944,2884,10088,4171,2129,4508,rev_circ
5023,-4020,3436,11388,3514,2697,7261,rev_circ
5068,-3876,3196,11156,2247,1990,8920,rev_circ
5114,-1236,2636,10888,2489,3443,7118,rev_circ
5160,-6200,6052,13092,5408,1553,6454,rev_circ
5206,-4772,5132,8560,-941,-473,15581,rev_circ
5252,5532,272,11436,-4749,-902,14710,rev_circ
5298,6940,1344,13976,-2840,863,12068,rev_circ
5343,13704,-592,11072,-4302,-993,7741,rev_circ
5390,7588,3220,10152,-6764,1571,-137,rev_circ
5436,7776,2248,12136,-8251,4190,3937,rev_circ
5481,9800,468,18660,-7282,5287,-697,rev_circ
5526,8436,516,17672,-5666,-846,-2734,rev_circ
5572,5460,2152,17724,-4949,-2012,-4597,rev_circ
5620,7592,344,17248,-5216,2277,-7917,rev_circ
5665,4180,1716,17312,-4069,-4016,-7344,rev_circ
5713,1724,1140,16452,-4367,1486,-8777,rev_circ
5761,2128,196,16152,-3649,-1110,-6004,rev_circ
5807,-832,980,20668,-804,175,-6724,rev_circ
5851,-124,-780,18400,-37,-2511,-5680,rev_circ
5897,-2148,796,18628,1834,-2218,-4664,rev_circ
5943,388,-1184,14292,2411,-3320,-3602,rev_circ
5990,-2676,820,16344,2368,-408,-2876,rev_circ
6036,248,-672,14460,1875,-812,-419,rev_circ
6079,-40,64,15040,1329,-1098,-777,rev_circ
6122,1032,60,13680,990,-452,-342,rev_circ
6164,1492,408,14488,412,643,-142,rest
6205,1532,764,14544,221,-557,342,rest
6247,1980,492,14476,160,418,149,rest
6288,1792,1020,15752,252,-711,667,rest
6330,2804,736,14444,606,-328,697,rest
6372,2520,888,15288,215,-982,-69,rest
6413,2588,836,14568,628,50,190,rest
6453,2500,916,15224,205,-454,-363,rest
6496,1916,1316,14668,360,-588,49,rest
6537,2808,584,14972,274,-117,111,rest
6579,1960,1312,14652,291,-823,-167,rest
6623,2544,812,15092,297,-110,461,rest
6664,3036,516,14796,91,-772,-146,rest
