time,ax,ay,az,gx,gy,gz,target
2071,2048,1760,14692,262,-77,-118,rest
2114,1476,2048,15696,447,-180,-419,rest
2158,1872,1956,14624,418,-442,3,rest
2198,2048,1912,15264,206,-271,-148,rest
2242,1740,2044,14880,305,-173,-150,rest
2285,1888,2000,15368,230,-192,-441,rest
2329,1756,2128,14956,281,-215,-327,rest
2373,1368,2252,15248,402,-222,-76,rest
2415,2400,1828,14748,540,-124,-263,rest
2459,1564,1992,14796,289,-281,-403,rest
2503,1680,2008,14684,390,-330,-154,rest
2546,1752,1924,14648,-28,-369,-133,rest
2590,1964,1836,15016,-3,-234,-366,rest
2633,1640,1996,15068,-51,-484,31,rest
2674,2048,1864,15284,105,-181,-362,rest
2718,1668,2096,15068,218,-588,-5,rest
2760,1972,2156,14912,42,-491,-182,rest
2802,2040,1968,14624,148,78,-212,rest
2844,1804,2008,15104,110,-413,-297,rest
2888,2048,1860,15032,238,14,-305,rest
2929,1716,2028,15316,137,-395,-348,rest
2973,1800,1952,15004,254,-252,-116,rest
3016,1624,2060,15032,240,-294,-180,rest
3060,1720,2096,14552,146,-68,-13,rest
3102,1776,1940,15136,211,-98,9,rest
3141,1888,1880,14676,208,-674,58,rest
3183,1960,1868,15392,238,119,-178,rest
3226,1812,2104,14388,193,-640,106,rest
3268,2184,1708,14920,111,-217,-103,rest
3312,1732,1908,14504,-29,-632,-31,rest
3355,2192,1440,15080,-137,-65,-168,rest
3398,2296,1380,14800,-310,-678,-381,rest
3443,1508,1560,15340,-383,-529,-396,rest
3488,1540,1816,14036,-443,-1533,302,stab
3532,1232,2672,14280,-705,-1669,1168,stab
3578,2532,4716,13864,-1793,-2935,722,stab
3624,3248,8280,15244,-1616,-922,-220,stab
3670,4264,13084,19456,-2123,-59,-1623,stab
3717,6768,14696,17432,2617,-2964,-3435,stab
3765,3740,12944,15948,241,10337,-13954,stab
3812,-14684,17752,21244,6504,4744,-1655,stab
3861,-8044,5448,11600,5044,-1371,13050,stab
3909,-156,-8812,3260,2611,-4404,18099,stab
3956,1376,-18780,8612,-9334,14480,17365,stab
4004,10136,-18884,26400,-10932,23373,6269,stab
4056,2268,-7656,25144,3945,-9427,-2382,stab
4104,-508,-5828,11516,5203,-12077,-7325,stab
4153,-7300,-1896,10796,2672,-3934,-8598,stab
4201,-6360,-412,11028,-279,2934,-3031,stab
4248,-2740,-3500,16832,-3656,2774,850,stab
4295,556,-4124,18572,-947,-3864,706,stab
4339,2128,-5004,12900,77,-1897,-2695,stab
4385,-1412,-2892,16532,-666,-3310,-3082,stab
4434,4800,-4224,11180,-2874,-440,-4840,stab
4482,-3220,-12,19380,-34,-665,-4362,stab
4527,3448,28,14172,-1206,1898,-5880,stab
4572,-3200,3452,15828,603,1529,-2945,stab
4617,-1560,3452,19364,1458,-185,-1144,stab
4664,1520,2828,10468,2529,-2656,2857,stab
4710,-1288,2760,15116,2175,1748,1974,stab
4756,3100,2172,17280,-297,2102,1413,stab
4800,4,3920,15460,1599,-674,-1578,stab
4843,-2020,4840,14652,1373,1665,2193,stab
4889,2104,2016,15708,1666,-2265,2678,stab
4934,2752,2604,13648,1801,41,-1226,stab
4978,792,3736,14712,1396,-1741,375,rest
5022,1828,3172,14912,1431,-1231,-1323,rest
5068,1008,3684,14176,1724,-978,-1816,rest
5114,92,3036,12564,1295,-1470,-693,rest
5158,-776,3640,14144,-475,263,-584,rest
5201,280,3316,14868,-909,-629,-137,rest
5245,424,2980,16032,-371,708,-669,rest
5288,-388,3268,16916,390,-118,312,rest
5330,456,2536,15292,749,-992,587,rest
5372,792,2476,14888,759,-843,433,rest
5413,1644,2036,14256,916,-672,504,rest
5456,1436,2316,14272,605,-746,-1,rest
5498,1256,2260,14512,47,-677,-245,rest
5540,1692,1880,14640,-64,-163,-702,rest
5584,52,2496,15764,109,336,-53,rest
5624,1328,1788,15556,440,-781,874,rest
5666,1708,1584,15696,576,-780,-955,rest
5710,-264,2416,14252,1121,-639,-194,rest
