time,ax,ay,az,gx,gy,gz,target
3645,4676,692,14884,1932,-934,4868,circ
3689,3560,1272,15800,1868,-772,4658,circ
3733,4092,1696,15964,2866,-874,5536,circ
3778,4948,1280,14756,3409,-798,6030,circ
3823,6344,1396,15880,3075,-1237,5736,circ
3868,6676,1112,18080,3208,-2062,4879,circ
3914,7764,2060,15548,5474,-1750,2999,circ
3960,9296,1344,16136,5882,-2131,842,circ
4004,8764,3032,15168,5225,-94,-370,circ
4048,8408,3296,13912,4846,-1210,-2514,circ
4096,8196,3424,13644,4789,-1166,-4835,circ
4142,7108,3700,12488,4006,-837,-6284,circ
4188,5756,4368,13236,3218,-952,-7137,circ
4234,5824,4020,12232,2484,-1108,-7610,circ
4280,5672,4272,11184,1461,-807,-8956,circ
4326,3916,5028,11232,-213,-458,-9029,circ
4372,4980,4004,10056,-1914,655,-10293,circ
4419,2636,4224,10916,-3478,1453,-10112,circ
4466,928,3772,11620,-5212,1050,-9242,circ
4512,972,2696,11216,-6484,2011,-8977,circ
4558,-1952,3092,15856,-6528,2470,-7371,circ
4605,-748,2556,14180,-5283,359,-4013,circ
4652,-476,2660,16232,-4595,735,-3968,circ
4698,1224,2644,13520,-4234,-1402,-1656,circ
4745,820,2508,15752,-5193,-465,-2197,circ
4791,388,2000,16084,-3894,-1229,-765,circ
4837,216,2060,16892,-2742,-2066,-130,circ
4882,520,1732,15452,-2108,-2136,1517,circ
4928,-892,2324,16876,-1776,-1618,2771,circ
4975,1224,1328,16572,-810,-1906,4792,circ
5021,852,1772,16328,-293,-1540,4493,circ
5065,2340,1384,16352,285,-1324,5340,circ
5110,1696,1624,15912,840,-938,4792,circ
5154,2756,1436,15296,1131,-961,5950,circ
5198,3744,1016,15052,975,-792,5306,circ
5242,4040,724,14752,1083,-177,4966,circ
5286,4676,536,15416,1001,-287,4020,circ
5329,4532,912,15228,964,-292,3169,circ
5372,4052,1052,14636,916,-153,2791,circ
5415,4412,896,14788,657,345,1922,circ
5457,4088,1184,14864,557,-106,1450,rest
5501,4328,1076,14744,371,113,1129,rest
5543,4504,860,14384,400,-138,251,rest
5585,3480,1060,15220,62,528,-232,rest
