time,ax,ay,az,gx,gy,gz,target
4162,2604,1404,14968,432,-90,-123,rest
4204,2784,1432,14448,209,-442,-195,rest
4248,2380,1588,14980,26,238,-369,rest
4290,2272,1480,15128,121,-106,-165,rest
4333,2784,1268,14812,-82,-155,-381,rest
4377,2384,1520,14804,-2,-157,-414,rest
4420,1972,1372,14956,-63,184,-237,rest
4462,2300,1308,15532,160,-400,-7,rest
4504,2272,1220,14884,216,-491,-252,rest
4547,2400,1256,15360,146,-164,-213,rest
4591,2332,1132,14912,172,-139,-405,rest
4635,1944,1316,15192,202,59,-357,rest
4676,1932,1444,15416,443,-197,-41,rest
4719,2352,1372,14884,561,-536,-43,rest
4762,2388,1444,14700,477,28,-97,rest
4802,2520,1372,14616,101,-450,-119,rest
4846,2296,1388,14800,-33,179,-385,rest
4889,2084,1492,15464,153,-326,-340,rest
4932,2256,1180,15140,222,-131,-251,rest
4976,2424,1256,15152,424,-529,-245,rest
5020,2216,1296,14480,226,-30,-299,rest
5062,2168,1284,15120,162,-122,-249,rest
5106,1836,1432,14956,79,119,-168,rest
5147,2260,1220,15440,208,-198,-14,rest
5190,2228,1248,15012,380,-336,35,rest
5232,2516,1192,14616,415,-502,-248,rest
5275,2136,1220,14544,16,51,-359,stab
5316,2460,924,15160,106,-206,-142,stab
5359,2116,656,15192,115,-69,-370,stab
5400,1916,504,15060,297,-384,-87,stab
5442,2612,12,15500,752,-334,-113,stab
5484,2404,848,13744,658,-325,-613,stab
5526,912,3192,13260,139,354,85,stab
5566,1480,6600,13736,-1097,-627,363,stab
5610,4724,13008,15136,-3493,994,-2684,stab
5657,2976,21476,20232,-2467,1296,-2888,stab
5705,2164,18172,25540,1589,2763,-1302,stab
5752,-552,11648,17476,7451,-2277,4590,stab
5798,-1564,896,10212,8759,3630,7212,stab
5843,-588,-9632,7692,6806,-3037,6992,stab
5890,-16,-11344,6112,2369,10252,12224,stab
5936,3232,-16316,19408,-14937,14706,2446,stab
5986,5660,-11044,21816,-5428,-5584,-2200,stab
6036,20,-7944,14344,3398,-7280,-9447,stab
6081,-3788,-4228,9532,-644,1471,-10501,stab
6129,-3848,-3988,15132,-3409,4955,-6218,stab
6178,-3676,-4828,17620,-1782,-375,-3123,stab
6227,1536,-7596,13716,347,-3862,-662,stab
6273,-836,-5384,14964,3142,-4670,-2382,stab
6321,1884,-3576,11700,1080,-160,-5051,stab
6368,-2032,-188,10920,893,-4395,-2001,stab
6414,2116,1504,15656,-2391,5549,-917,stab
6460,128,4548,15640,-908,424,196,stab
6502,-180,6160,17396,210,-42,2996,stab
6544,1276,5128,17208,1037,-3479,5023,stab
6590,3648,5184,15468,1047,-1963,5165,stab
6636,2752,4748,17292,-197,-2081,2241,stab
6682,2380,4364,17172,1379,-1512,320,stab
6726,1404,4176,15016,3038,268,-1904,stab
6771,-888,4584,15344,2452,-1600,-336,stab
6817,1652,3188,13024,1406,-1509,275,stab
6861,1624,2452,14756,63,-1277,111,rest
6904,3052,1736,15008,437,-185,-475,rest
6948,1944,2080,15128,492,-361,-1510,rest
6992,1488,2008,16416,743,213,-326,rest
7035,2036,1568,14932,999,-1348,-756,rest
7079,1576,1612,14848,1139,-415,-878,rest
7124,1516,1736,13936,899,-105,-822,rest
7169,1452,1772,14076,137,170,-955,rest
7211,1224,1868,15148,-38,493,-723,rest
7254,1616,1828,14908,45,-134,-517,rest
7297,1552,1676,14892,295,-359,-683,rest
7340,1308,1704,15148,279,-185,-102,rest
7384,1960,1416,14660,109,-522,-345,rest
7428,1256,1632,15484,264,-106,-476,rest
7471,1748,1668,14992,291,-704,-66,rest
7514,1568,1640,15212,364,-138,-443,rest
7558,1360,1844,14944,494,-521,-188,rest
7601,1228,1732,15128,586,-72,-53,rest
7643,1600,1492,14608,272,-701,-88,rest
7686,1704,1568,14768,246,-512,-83,rest
7728,1896,1624,14512,110,-266,115,rest
7771,2316,1272,14684,11,-352,-159,rest
