time,ax,ay,az,gx,gy,gz,target
4681,3724,-268,18120,944,-430,-9351,rev_circ
4726,-4968,3640,22808,3729,-1177,-8865,rev_circ
4774,-732,1128,13620,3594,-1419,-5402,rev_circ
4822,-3468,2492,13732,3374,-1301,-5411,rev_circ
4869,-2008,1428,12344,1346,621,-2035,rev_circ
4915,-872,976,13644,-32,474,-2313,rev_circ
4958,-1852,2040,13648,390,1079,-1444,rev_circ
5003,-900,2572,14316,-384,275,231,rev_circ
5046,404,2160,14960,-26,-116,755,rev_circ
5088,1656,1780,15192,9,-890,1132,rest
5129,2020,2072,15624,434,-745,-60,rest
5172,1552,2312,14152,837,-733,19,rest
5213,1704,2356,15216,0,-70,174,rest
5253,1380,2524,15584,548,-582,322,rest
5296,1812,2328,14356,263,-705,-97,rest
5338,868,2708,15028,-77,215,396,rest
5379,2112,1960,15616,212,-1056,194,rest
5423,1776,2284,15204,370,-284,-162,rest
5466,1616,2392,15160,673,-547,26,rest
5508,2184,2296,14412,505,-539,-232,rest
5552,1524,2540,14600,160,101,-609,rest
5594,1616,2516,14852,28,-425,-54,rest
5636,1752,2324,15260,-8,1,-402,rest
5675,1476,2460,15140,134,-769,-231,rest
5719,1672,2324,14944,327,-226,-435,rest
5763,1484,2356,14928,405,-556,-324,rest
5806,1972,2092,14932,82,-234,-146,rest
