time,ax,ay,az,gx,gy,gz,target
4700,2048,-1220,16820,-2020,-976,4032,circ
4746,2408,-1852,15884,-3759,-3180,3653,circ
4794,2140,-2456,15524,-4953,1004,3898,circ
4841,1140,-3120,14764,-5363,2685,3492,circ
4888,1048,-3036,14596,-4532,625,-1383,circ
4934,712,-3312,14220,-3315,340,-4255,circ
4980,1340,-3544,13724,-2360,212,-6301,circ
5027,2516,-3812,13240,-1558,-155,-7270,circ
5074,2600,-3672,13588,-714,5606,-5717,circ
5122,2744,-3332,13796,-139,6399,-5282,circ
5169,1796,-3180,14480,844,2779,-4497,circ
5214,3988,-3160,11668,1148,951,-3835,circ
5260,3248,-2916,13512,2336,427,-3289,circ
5306,2100,-2952,12580,2861,1389,-1361,circ
5353,1556,-2600,12496,4239,-840,-1725,circ
5399,880,-1396,13984,5384,-410,-764,circ
5444,2004,-1416,15592,5086,-926,416,circ
5489,1736,-1796,15440,4735,982,-826,circ
5533,1516,-1760,15484,4015,367,-790,circ
5578,2144,-1224,15572,3298,569,-1115,circ
5624,2060,-804,15756,2357,-458,102,circ
5667,2276,-640,15892,1523,328,695,circ
5710,1928,-692,15624,757,949,858,circ
5752,1428,-488,15452,628,567,2597,circ
5794,1188,-304,15444,262,641,1374,circ
5837,472,-424,15560,-166,854,2120,circ
5879,492,-240,15820,-38,508,1560,circ
5921,212,-448,15180,-407,637,1616,rest
5964,436,-556,15136,-490,187,1598,rest
6006,-176,-556,15428,-458,236,891,rest
6049,-236,-828,15108,-494,403,1102,rest
6093,-204,-892,15108,-460,22,257,rest
6134,-224,-932,15132,-520,-483,427,rest
6178,168,-612,14704,-604,-453,266,rest
6221,0,-800,14756,-225,-46,250,rest
6260,16,-684,14680,-233,-528,70,rest
6301,476,-728,15060,-32,-1561,-513,rest
6344,444,-880,14944,-88,-886,-90,rest
6386,472,-856,14844,229,-334,202,rest
6428,616,-872,15204,-60,-443,-464,rest
6470,444,-836,15136,-22,-706,-224,rest
6513,756,-688,14876,36,-332,-388,rest
6555,448,-964,14844,241,-286,-546,rest
6597,760,-1112,14936,192,-701,-305,rest
6641,776,-904,15024,276,-424,-273,rest
6684,892,-856,14972,152,-464,-8,rest
